slug,title,date,month,year,category,sub_category,authors,keywords,jel_codes,page_url,pdf_url,extra_pdf_urls,cited_external_pdfs,pdf_path,fulltext_path,word_count
will-the-import-ban-prove-its-effectiveness-2,Will The Import Ban Prove Its Effectiveness?,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Mohammad Shaaf Najib,,,https://pide.org.pk/research/will-the-import-ban-prove-its-effectiveness-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/63-66.pdf,,,pdfs/2024/10/63-66.pdf,data/fulltext/will-the-import-ban-prove-its-effectiveness-2.txt,1836
using-cash-transfer-programmes-to-get-children-back-to-school-from-work,Using Cash Transfer Programmes to Get Children  Back to School from Work,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Nasir Iqbal,,,https://pide.org.pk/research/using-cash-transfer-programmes-to-get-children-back-to-school-from-work/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/9-12.pdf,,,pdfs/2024/10/9-12.pdf,data/fulltext/using-cash-transfer-programmes-to-get-children-back-to-school-from-work.txt,1503
understanding-the-provincial-generational-economy-for-improved-policy-making,Understanding the Provincial Generational Economy for Improved Policy-making,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Durr-e-Nayab; Nabila Kunwal,,,https://pide.org.pk/research/understanding-the-provincial-generational-economy-for-improved-policy-making/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/77-81.pdf,,,pdfs/2024/10/77-81.pdf,data/fulltext/understanding-the-provincial-generational-economy-for-improved-policy-making.txt,1465
unconditional-cash-transfer-and-poverty-alleviation-in-pakistan-bisps-impact-on-households-socioeconomic-wellbeing-2,Unconditional Cash Transfer and Poverty Alleviation in Pakistan: BISPs Impact on  Households’ Socioeconomic Wellbeing,2024-10-01,2024-10,2024,PDR,2024; Special Policy Supplement,Durr-e-Nayab; Shujaat Farooq,,,https://pide.org.pk/research/unconditional-cash-transfer-and-poverty-alleviation-in-pakistan-bisps-impact-on-households-socioeconomic-wellbeing-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/1-8.pdf,,,pdfs/2024/10/1-8.pdf,data/fulltext/unconditional-cash-transfer-and-poverty-alleviation-in-pakistan-bisps-impact-on-households-socioeconomic-wellbeing-2.txt,2182
the-biased-nature-of-the-corruption-perception-index-2,The Biased Nature of the Corruption Perception Index,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Abida Naurin,,,https://pide.org.pk/research/the-biased-nature-of-the-corruption-perception-index-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/67-72.pdf,,,pdfs/2024/10/67-72.pdf,data/fulltext/the-biased-nature-of-the-corruption-perception-index-2.txt,1763
special-policy-supplement,Special Policy Supplement,2024-10-01,2024-10,2024,PDR,Recent Publications; PDR issue; 2024; Special Policy Supplement,,,,https://pide.org.pk/research/special-policy-supplement/,https://file.pide.org.pk/pdfpdr/issue/pdr-2024-special-policy-supplement.pdf,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/1-8.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/9-12.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/13-16.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/17-20.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/21-24.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/25-32.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/33-40.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/41-46.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/47-52.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/53-56.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/57-62.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/63-66.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/67-72.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/73-76.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/77-81.pdf; https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/83-88.pdf,,pdfs/2024/10/pdr-2024-special-policy-supplement.pdf,,0
rethinking-the-development-model,Rethinking the Development Model,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Ahmed Waqar Qasim,,,https://pide.org.pk/research/rethinking-the-development-model/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/41-46.pdf,,,pdfs/2024/10/41-46.pdf,data/fulltext/rethinking-the-development-model.txt,1590
rethinking-growth-model-from-hardware-to-software,Rethinking Growth Model: From  Hardware to Software,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Idrees Khawaja,,,https://pide.org.pk/research/rethinking-growth-model-from-hardware-to-software/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/25-32.pdf,,,pdfs/2024/10/25-32.pdf,data/fulltext/rethinking-growth-model-from-hardware-to-software.txt,1027
reforming-the-civil-service-compensation-in-pakistan,Reforming the Civil Service Compensation  in Pakistan,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Omer Siddique; Naseem Faraz,,,https://pide.org.pk/research/reforming-the-civil-service-compensation-in-pakistan/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/17-20.pdf,,,pdfs/2024/10/17-20.pdf,data/fulltext/reforming-the-civil-service-compensation-in-pakistan.txt,1645
power-sector-effective-regulation-not-regulatory-burden-2,Power Sector: Effective Regulation Not Regulatory Burden,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Afia Malik,,,https://pide.org.pk/research/power-sector-effective-regulation-not-regulatory-burden-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/53-56.pdf,,,pdfs/2024/10/53-56.pdf,data/fulltext/power-sector-effective-regulation-not-regulatory-burden-2.txt,1384
policy-framework-for-vaccinating-all-2,Policy Framework for Vaccinating All,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Nasir Iqbal,,,https://pide.org.pk/research/policy-framework-for-vaccinating-all-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/13-16.pdf,,,pdfs/2024/10/13-16.pdf,data/fulltext/policy-framework-for-vaccinating-all-2.txt,1574
making-sehat-sahulat-programme-sustainable,Making Sehat Sahulat Programme Sustainable,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Shujaat Farooq; Nabila Kunwal,,,https://pide.org.pk/research/making-sehat-sahulat-programme-sustainable/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/83-88.pdf,,,pdfs/2024/10/83-88.pdf,data/fulltext/making-sehat-sahulat-programme-sustainable.txt,1377
investigating-the-role-of-formal-credit-in-promoting-rural-regional-transformation-in-pakistan-suggestions-and-way-forward,Investigating the Role of Formal Credit in Promoting Rural-Regional Transformation in Pakistan: Suggestions and Way Forward,2024-10-01,2024-10,2024,Policy Viewpoint,Recent Publications; Policy Viewpoint; Center for Agriculture‚ Climate Change and Rural Economy; Center for Social and Behavioral Analysis,Abedullah Anjum; Shujaat Farooq,,,https://pide.org.pk/research/investigating-the-role-of-formal-credit-in-promoting-rural-regional-transformation-in-pakistan-suggestions-and-way-forward/,https://file.pide.org.pk/pdfpideresearch/pv-2024-investigating-the-role-of-formal-credit-in-promoting-rural-regional-transformation-in-pakistan-suggestions-and-way-forward.pdf,,,pdfs/2024/10/pv-2024-investigating-the-role-of-formal-credit-in-promoting-rural-regional-transformation-in-pakistan-suggestions-and-way-forward.pdf,data/fulltext/investigating-the-role-of-formal-credit-in-promoting-rural-regional-transformation-in-pakistan-suggestions-and-way-forward.txt,3332
invest-in-future-prioritising-youth-family-planning,Invest in Future: Prioritising Youth Family Planning,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Saima Bashir,,,https://pide.org.pk/research/invest-in-future-prioritising-youth-family-planning/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/57-62.pdf,,,pdfs/2024/10/57-62.pdf,data/fulltext/invest-in-future-prioritising-youth-family-planning.txt,1514
internets-access-in-pakistan-issues-and-way-forward,Internet’s Access in Pakistan: Issues and Way Forward,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Shujaat Farooq,,,https://pide.org.pk/research/internets-access-in-pakistan-issues-and-way-forward/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/33-40.pdf,,,pdfs/2024/10/33-40.pdf,data/fulltext/internets-access-in-pakistan-issues-and-way-forward.txt,2120
internet-for-all-8,Internet for All,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Saba Anwar; Unbreen Qayyum,,,https://pide.org.pk/research/internet-for-all-8/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/21-24.pdf,,,pdfs/2024/10/21-24.pdf,data/fulltext/internet-for-all-8.txt,1496
fiscal-federalism-in-pakistan-need-for-a-revisit-2,Fiscal Federalism in Pakistan: Need for a Revisit,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Iftikhar Ahmad; Nasir Iqbal; Mahmood Khalid,,,https://pide.org.pk/research/fiscal-federalism-in-pakistan-need-for-a-revisit-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/47-52.pdf,,,pdfs/2024/10/47-52.pdf,data/fulltext/fiscal-federalism-in-pakistan-need-for-a-revisit-2.txt,1861
counting-womens-unpaid-care-work-in-pakistan-2,Counting Women’s Unpaid Care Work in Pakistan,2024-10-01,2024-10,2024,PDR,PDR; 2024; Special Policy Supplement,Durr-e-Nayab; Nabila Kunwal,,,https://pide.org.pk/research/counting-womens-unpaid-care-work-in-pakistan-2/,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/73-76.pdf,https://file.pide.org.pk/pdfpdr/2024/special-policy-supplement/77-81.pdf,,pdfs/2024/10/73-76.pdf,data/fulltext/counting-womens-unpaid-care-work-in-pakistan-2.txt,540
review-of-major-development-initiatives-in-punjab,Review Of Major Development Initiatives In Punjab,2024-09-30,2024-09,2024,Monograph Series,Recent Publications; Monograph Series; Center for Governance‚ Markets and Regulatory Analysis,Sobia Rose; Tehmina Asad; Yasir Zada Khan,,,https://pide.org.pk/research/review-of-major-development-initiatives-in-punjab/,https://file.pide.org.pk/pdfpideresearch/ms-12-review-of-major-development-initiatives-in-punjab.pdf,,,pdfs/2024/09/ms-12-review-of-major-development-initiatives-in-punjab.pdf,data/fulltext/review-of-major-development-initiatives-in-punjab.txt,575
stunted-governance-stunted-economy,"Stunted governance, stunted economy",2024-09-27,2024-09,2024,PIDE in Press,PIDE in Press,Anjeela Khurram,,,https://pide.org.pk/research/stunted-governance-stunted-economy/,https://file.pide.org.pk/pdfpideinpress/pip-stunted-governance-stunted-economy.pdf,,,pdfs/2024/09/pip-stunted-governance-stunted-economy.pdf,data/fulltext/stunted-governance-stunted-economy.txt,772
media-coverage-modernizing-governance-challenges-and-solutions-in-pakistans-rules-of-business-and-secretariat-instructions,Media Coverage  Modernizing Governance: Challenges And Solutions In Pakistan’s Rules Of  Business And Secretariat Instructions,2024-09-25,2024-09,2024,PIDE in Press,PIDE in Press,,,,https://pide.org.pk/research/media-coverage-modernizing-governance-challenges-and-solutions-in-pakistans-rules-of-business-and-secretariat-instructions/,https://file.pide.org.pk/pdfpideinpress/pip-media-coverage-modernizing-goverment.pdf,,,pdfs/2024/09/pip-media-coverage-modernizing-goverment.pdf,data/fulltext/media-coverage-modernizing-governance-challenges-and-solutions-in-pakistans-rules-of-business-and-secretariat-instructions.txt,33
slow-and-unresponsive-governance,Slow And Unresponsive Governance,2024-09-24,2024-09,2024,PIDE in Press,PIDE in Press,Business Recorder,,,https://pide.org.pk/research/slow-and-unresponsive-governance/,https://file.pide.org.pk/pdfpideinpress/pip-slow-and-unresponsive-governance.pdf,,,pdfs/2024/09/pip-slow-and-unresponsive-governance.pdf,data/fulltext/slow-and-unresponsive-governance.txt,623
pakistans-dual-crisis-conflict-and-climate,Pakistan’s Dual Crisis: Conflict And Climate,2024-09-24,2024-09,2024,PIDE in Press,PIDE in Press,Maria Jawad Khan,,,https://pide.org.pk/research/pakistans-dual-crisis-conflict-and-climate/,https://file.pide.org.pk/pdfpideinpress/pip-pakistans-dual-crisis-conflict-and-climate.pdf,,,pdfs/2024/09/pip-pakistans-dual-crisis-conflict-and-climate.pdf,data/fulltext/pakistans-dual-crisis-conflict-and-climate.txt,991
a-collection-of-theses-on-sustainable-public-transport,A Collection of Theses on Sustainable Public Transport,2024-09-20,2024-09,2024,Book,Recent Publications; Books; Center for Energy‚ Logistics‚ and Infrastructure,,,,https://pide.org.pk/research/a-collection-of-theses-on-sustainable-public-transport/,https://file.pide.org.pk/pdfpideresearch/book-a-collection-of-theses-on-sustainable-public-transport.pdf,,,pdfs/2024/09/book-a-collection-of-theses-on-sustainable-public-transport.pdf,data/fulltext/a-collection-of-theses-on-sustainable-public-transport.txt,2664
endless-cycle-of-relief,Endless cycle of ‘relief’,2024-09-18,2024-09,2024,PIDE in Press,PIDE in Press,Nadeem Ul Haque,,,https://pide.org.pk/research/endless-cycle-of-relief/,https://file.pide.org.pk/pdfpideinpress/pip-endless-cycle-of-relief.pdf,,,pdfs/2024/09/pip-endless-cycle-of-relief.pdf,data/fulltext/endless-cycle-of-relief.txt,981
dairy-sector-facing-the-challenge-of-unsustainable-productivity,Dairy sector facing the challenge of unsustainable productivity,2024-09-18,2024-09,2024,PIDE in Press,PIDE in Press,Abdus Sattar,,,https://pide.org.pk/research/dairy-sector-facing-the-challenge-of-unsustainable-productivity/,https://file.pide.org.pk/pdfpideinpress/pip-dairy-sector-facing-the-challenge-of-unsustainable-productivity.pdf,,,pdfs/2024/09/pip-dairy-sector-facing-the-challenge-of-unsustainable-productivity.pdf,data/fulltext/dairy-sector-facing-the-challenge-of-unsustainable-productivity.txt,1427
the-hidden-price-of-protectionism-pakistans-tariff-trap,The Hidden Price Of Protectionism: Pakistan’s Tariff Trap,2024-09-12,2024-09,2024,PIDE in Press,PIDE in Press,Abbas Murtaza Maken,,,https://pide.org.pk/research/the-hidden-price-of-protectionism-pakistans-tariff-trap/,https://file.pide.org.pk/pdfpideinpress/pip-the-hidden-price-of-protectionism-pakistans-tariff-trap.pdf,,,pdfs/2024/09/pip-the-hidden-price-of-protectionism-pakistans-tariff-trap.pdf,data/fulltext/the-hidden-price-of-protectionism-pakistans-tariff-trap.txt,1091
unveiling-the-hidden-costs-of-economic-inefficiencies-in-pakistan,Unveiling the Hidden Costs of Economic Inefficiencies in Pakistan,2024-09-10,2024-09,2024,Costonomics,Recent Publications; Costonomics; Center for Governance‚ Markets and Regulatory Analysis,Abbas Murtaza Maken; Mohammad Shaaf Najib; Uzma Zia; Saddam Hussein; Muhammad Jehangir Khan; Junaid Ahmed; Muhammad Faisal Ali; Abedullah Anjum; Muhammad Zeshan,,,https://pide.org.pk/research/unveiling-the-hidden-costs-of-economic-inefficiencies-in-pakistan/,https://file.pide.org.pk/pdfpideresearch/ccr-unveiling-the-hidden-costs-of-economic-inefficiencies-in-pakistan.pdf,,,pdfs/2024/09/ccr-unveiling-the-hidden-costs-of-economic-inefficiencies-in-pakistan.pdf,data/fulltext/unveiling-the-hidden-costs-of-economic-inefficiencies-in-pakistan.txt,1018
riding-the-gvc-wave,Riding the GVC wave,2024-09-10,2024-09,2024,PIDE in Press,PIDE in Press,Muhammad Zeeshan Arif,,,https://pide.org.pk/research/riding-the-gvc-wave/,https://file.pide.org.pk/pdfpideinpress/pip-riding-the-gvc-wave.pdf,,,pdfs/2024/09/pip-riding-the-gvc-wave.pdf,data/fulltext/riding-the-gvc-wave.txt,768
pakistans-influence-from-regional-growth-to-global-shifts,Pakistan’s Influence From  Regional Growth To Global Shifts,2024-09-10,2024-09,2024,Infographics,Infographics; Center for Industry‚ Trade &amp; Digital Economy,Abbas Murtaza Maken,,,https://pide.org.pk/research/pakistans-influence-from-regional-growth-to-global-shifts/,https://file.pide.org.pk/uploads/ig-03-pakistans-influence-from-regional-growth-to-global-shifts.pdf,,,pdfs/2024/09/ig-03-pakistans-influence-from-regional-growth-to-global-shifts.pdf,,0
from-crisis-to-reforms-in-argentina-learning-for-pakistan,From Crisis to Reforms in Argentina: Learning for Pakistan,2024-09-10,2024-09,2024,Knowledge Brief,Recent Publications; Knowledge Brief,Nadeem Ul Haque; Nasir Iqbal,,,https://pide.org.pk/research/from-crisis-to-reforms-in-argentina-learning-for-pakistan/,https://file.pide.org.pk/pdfpideresearch/kb-128-from-crisis-to-reforms-in-argentina-learning-for-pakistan.pdf,,,pdfs/2024/09/kb-128-from-crisis-to-reforms-in-argentina-learning-for-pakistan.pdf,data/fulltext/from-crisis-to-reforms-in-argentina-learning-for-pakistan.txt,3883
the-economy-of-sacrificed-animals,The Economy of Sacrificed Animals,2024-09-09,2024-09,2024,Knowledge Brief,Recent Publications; Knowledge Brief; Center for Agriculture‚ Climate Change and Rural Economy,Muhammad Faisal Ali,,,https://pide.org.pk/research/the-economy-of-sacrificed-animals/,https://file.pide.org.pk/pdfpideresearch/kb-126-the-economy-of-sacrificed-animals.pdf,,,pdfs/2024/09/kb-126-the-economy-of-sacrificed-animals.pdf,data/fulltext/the-economy-of-sacrificed-animals.txt,1590
